Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Default,LoanID,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner
57.0,83465.0,187750.0,590.0,98.0,1.0,5.07,36.0,0.58,0.0,PLIUWSA30T,PhD,Unemployed,Single,No,Yes,Other,Yes
18.0,78202.0,143895.0,726.0,80.0,1.0,12.21,48.0,0.57,0.0,YIUORZQSXH,PhD,Part-time,Married,No,No,Home,Yes
47.0,34649.0,5209.0,659.0,46.0,2.0,14.11,24.0,0.36,0.0,T09C4KH12C,Master's,Unemployed,Single,Yes,No,Business,Yes
24.0,108081.0,169627.0,665.0,16.0,3.0,3.59,12.0,0.16,0.0,HPD4Q0U2NF,Bachelor's,Unemployed,Married,Yes,Yes,Other,No
35.0,111985.0,235165.0,625.0,108.0,2.0,11.44,36.0,0.31,0.0,XVM64ZJ2WU,Bachelor's,Self-employed,Married,Yes,No,Home,No
26.0,114894.0,18738.0,531.0,38.0,2.0,21.46,48.0,0.38,0.0,5TG6FRY0OC,Bachelor's,Part-time,Married,No,Yes,Auto,No
69.0,64449.0,161829.0,375.0,58.0,3.0,16.99,12.0,0.76,0.0,JIE3MUFNA2,PhD,Full-time,Single,Yes,No,Other,Yes
60.0,110749.0,83446.0,309.0,70.0,3.0,22.45,48.0,0.47,0.0,R11U1NBEB2,High School,Unemployed,Single,Yes,Yes,Auto,No
52.0,119163.0,21605.0,757.0,33.0,3.0,19.84,48.0,0.44,0.0,EJ3D63M0XW,PhD,Self-employed,Single,Yes,Yes,Auto,No
22.0,24191.0,11711.0,824.0,59.0,4.0,17.95,12.0,0.79,1.0,UIGKWA4ZE4,High School,Self-employed,Single,No,Yes,Business,Yes
26.0,70786.0,220778.0,844.0,80.0,3.0,5.12,60.0,0.65,0.0,3E7CCVENQW,Master's,Unemployed,Single,Yes,No,Business,Yes
22.0,83353.0,213451.0,391.0,50.0,2.0,4.0,12.0,0.82,0.0,4MAYIF7L6P,Bachelor's,Self-employed,Married,No,No,Other,Yes
32.0,72319.0,213954.0,844.0,100.0,4.0,14.47,12.0,0.45,0.0,FFP5376KA0,High School,Self-employed,Single,No,Yes,Business,Yes
60.0,115310.0,209120.0,340.0,94.0,1.0,16.25,60.0,0.49,0.0,SEAA0REV62,High School,Full-time,Married,No,Yes,Auto,No
41.0,98124.0,201111.0,734.0,17.0,4.0,17.3,12.0,0.73,0.0,O8488YJGKG,PhD,Self-employed,Divorced,Yes,Yes,Auto,Yes
51.0,116321.0,55706.0,474.0,55.0,2.0,17.59,24.0,0.27,0.0,THOTTMJFPH,High School,Unemployed,Divorced,Yes,No,Auto,No
68.0,102229.0,239381.0,339.0,100.0,1.0,19.99,12.0,0.85,0.0,FQ6QSZY21X,Bachelor's,Part-time,Single,No,Yes,Business,No
46.0,69006.0,199132.0,796.0,73.0,4.0,3.17,24.0,0.2,0.0,1IQ1AN1YPT,PhD,Full-time,Single,Yes,Yes,Home,No
38.0,16847.0,213454.0,302.0,118.0,4.0,7.99,48.0,0.15,0.0,W6X1F5EOJG,High School,Unemployed,Divorced,Yes,No,Business,Yes
61.0,34204.0,191744.0,803.0,19.0,3.0,20.03,48.0,0.82,1.0,PNXM57IHSB,PhD,Full-time,Married,Yes,Yes,Education,No
69.0,44374.0,195050.0,784.0,61.0,2.0,5.19,12.0,0.22,0.0,ROM7L8XP08,Master's,Part-time,Married,Yes,Yes,Business,No
24.0,47524.0,147423.0,362.0,118.0,4.0,20.24,12.0,0.14,0.0,UQ7ZKQBUWP,High School,Self-employed,Single,Yes,Yes,Education,Yes
32.0,71278.0,127690.0,457.0,20.0,3.0,19.66,48.0,0.23,1.0,C5BD6NM8W8,High School,Full-time,Divorced,No,Yes,Education,No
58.0,115614.0,51244.0,567.0,4.0,4.0,9.75,48.0,0.47,0.0,LGMDCEKJHC,High School,Part-time,Divorced,No,Yes,Home,Yes
30.0,118420.0,24959.0,773.0,78.0,1.0,24.74,36.0,0.24,0.0,QW8DMBG1JC,Bachelor's,Self-employed,Single,No,Yes,Education,Yes
56.0,131046.0,143476.0,479.0,83.0,2.0,13.91,60.0,0.58,0.0,D7HG3GOP0Y,PhD,Full-time,Single,No,Yes,Home,Yes
53.0,58906.0,26129.0,576.0,18.0,4.0,9.42,24.0,0.3,0.0,W4LHW2UFNO,High School,Unemployed,Single,No,Yes,Business,Yes
23.0,120357.0,156647.0,797.0,44.0,4.0,8.97,12.0,0.38,1.0,01765U4I3R,Master's,Part-time,Divorced,No,No,Auto,Yes
40.0,100902.0,90523.0,825.0,95.0,1.0,20.44,36.0,0.65,1.0,BNXCYRQTK3,Bachelor's,Part-time,Single,No,Yes,Home,Yes
60.0,62038.0,119879.0,688.0,49.0,1.0,11.2,60.0,0.56,0.0,P8IHXS28BI,Bachelor's,Self-employed,Divorced,Yes,No,Other,Yes
54.0,32677.0,127256.0,558.0,109.0,1.0,22.02,48.0,0.64,0.0,ZGYYXMTAVX,High School,Part-time,Divorced,No,Yes,Auto,Yes
19.0,109423.0,123212.0,828.0,107.0,3.0,11.58,36.0,0.69,0.0,5GWZ1KUHQH,PhD,Part-time,Single,Yes,No,Home,Yes
69.0,127773.0,36784.0,447.0,64.0,4.0,21.21,60.0,0.74,0.0,DY0DNWNNL2,Bachelor's,Part-time,Married,No,No,Business,Yes
44.0,76333.0,181547.0,678.0,4.0,1.0,21.64,12.0,0.6,0.0,7AV77PQK4R,Master's,Part-time,Divorced,Yes,Yes,Auto,No
40.0,89198.0,123033.0,795.0,73.0,3.0,3.87,36.0,0.59,0.0,443JNZ518X,Master's,Self-employed,Married,No,No,Home,No
57.0,88028.0,162443.0,574.0,117.0,4.0,18.72,24.0,0.29,0.0,2A4MZMGVBV,PhD,Part-time,Single,Yes,No,Home,No
43.0,49973.0,127752.0,643.0,84.0,1.0,4.24,36.0,0.76,0.0,468KD0O9EP,Master's,Part-time,Married,No,Yes,Business,No
58.0,37600.0,136739.0,417.0,60.0,2.0,5.79,12.0,0.74,0.0,ACK3KQWZY0,Master's,Self-employed,Married,No,Yes,Auto,Yes
32.0,69565.0,203729.0,359.0,82.0,2.0,23.06,24.0,0.29,0.0,VBTS1Z2WTV,PhD,Self-employed,Single,Yes,Yes,Auto,Yes
55.0,23015.0,87325.0,701.0,17.0,4.0,15.66,24.0,0.14,0.0,KONYHGZWWW,High School,Part-time,Divorced,Yes,Yes,Business,Yes
44.0,98479.0,224884.0,658.0,40.0,1.0,2.85,48.0,0.22,0.0,RHHHAKF01E,Bachelor's,Full-time,Married,Yes,Yes,Other,Yes
40.0,38437.0,29293.0,470.0,71.0,2.0,18.03,60.0,0.83,0.0,GBRPF2DVAP,Master's,Unemployed,Divorced,Yes,Yes,Other,Yes
37.0,57137.0,46833.0,574.0,15.0,3.0,21.61,12.0,0.81,0.0,MTIL5624RL,Bachelor's,Self-employed,Divorced,Yes,No,Other,No
32.0,112047.0,74370.0,840.0,32.0,3.0,22.72,24.0,0.6,0.0,P5XARTPIFK,Master's,Unemployed,Married,Yes,No,Other,No
40.0,91256.0,226594.0,763.0,4.0,3.0,18.92,48.0,0.63,0.0,AGI6R74GAC,PhD,Part-time,Single,No,Yes,Business,No
46.0,69994.0,27119.0,373.0,38.0,3.0,2.18,48.0,0.12,0.0,BBV8RULXJK,High School,Full-time,Divorced,Yes,No,Education,No
22.0,127123.0,19185.0,541.0,109.0,1.0,23.4,12.0,0.5,0.0,S73M1KUI0N,Bachelor's,Full-time,Single,Yes,No,Education,No
22.0,48506.0,102352.0,314.0,50.0,2.0,11.37,12.0,0.62,1.0,XMET3DH8FR,Bachelor's,Part-time,Single,Yes,No,Auto,No
61.0,19386.0,168599.0,450.0,30.0,2.0,21.31,24.0,0.47,0.0,E0ZTSKAIBA,Master's,Self-employed,Single,No,Yes,Other,No
22.0,18111.0,24497.0,815.0,97.0,4.0,17.18,48.0,0.56,0.0,BWFN2QD7S8,High School,Self-employed,Married,Yes,Yes,Other,No
60.0,50910.0,12795.0,517.0,47.0,3.0,7.01,60.0,0.81,1.0,AFH252E4YA,Master's,Part-time,Single,No,No,Auto,Yes
65.0,90587.0,114647.0,719.0,113.0,4.0,22.2,36.0,0.77,0.0,E9ENPAF1OY,Bachelor's,Full-time,Divorced,Yes,Yes,Education,Yes
65.0,22426.0,86172.0,557.0,70.0,2.0,7.26,12.0,0.56,0.0,6WDTKSG26X,High School,Unemployed,Divorced,Yes,Yes,Other,No
45.0,55487.0,92944.0,624.0,89.0,2.0,14.72,12.0,0.5,0.0,SLZJ8CGD2K,Master's,Full-time,Single,Yes,Yes,Other,Yes
20.0,60081.0,29060.0,344.0,58.0,4.0,2.98,12.0,0.29,0.0,L0HSLJ44KA,Master's,Full-time,Single,Yes,Yes,Education,No
51.0,96732.0,29334.0,732.0,90.0,4.0,15.32,36.0,0.17,0.0,FJ1DUE4E0S,Master's,Full-time,Divorced,No,No,Business,Yes
63.0,125094.0,74233.0,483.0,53.0,3.0,12.56,12.0,0.85,1.0,ZGLYF9UT2N,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes
68.0,70926.0,241104.0,335.0,82.0,4.0,4.47,12.0,0.85,0.0,1AQVZS7UC1,Bachelor's,Unemployed,Married,Yes,Yes,Other,Yes
28.0,40863.0,187550.0,526.0,32.0,1.0,2.72,24.0,0.41,0.0,1Y7VO20X4N,Master's,Part-time,Single,Yes,Yes,Business,No
54.0,53368.0,128982.0,829.0,64.0,4.0,5.35,24.0,0.53,0.0,S3ZS5C1XXA,Master's,Unemployed,Married,No,No,Auto,No
25.0,130624.0,150194.0,692.0,113.0,3.0,9.48,60.0,0.71,0.0,V59FEQIIP8,High School,Self-employed,Married,Yes,Yes,Business,No
36.0,68696.0,140387.0,426.0,80.0,1.0,5.64,60.0,0.22,0.0,5CNFB9FE7Y,Master's,Self-employed,Single,Yes,Yes,Home,No
21.0,120345.0,180845.0,376.0,37.0,2.0,23.09,48.0,0.23,1.0,G4QJBNP9FO,High School,Full-time,Married,No,No,Home,Yes
51.0,99548.0,239109.0,315.0,74.0,3.0,8.28,60.0,0.69,0.0,5GDUX9OTDL,High School,Unemployed,Married,No,No,Other,No
19.0,35284.0,44635.0,589.0,87.0,1.0,11.29,24.0,0.63,0.0,PV14W7SSKJ,High School,Self-employed,Single,Yes,No,Education,No
41.0,37527.0,120838.0,454.0,72.0,1.0,17.64,24.0,0.64,0.0,DASEEGT1J2,Bachelor's,Unemployed,Single,Yes,No,Business,No
37.0,78065.0,234621.0,844.0,47.0,4.0,14.93,12.0,0.54,0.0,660AGZT1C9,Master's,Unemployed,Single,No,Yes,Education,No
47.0,88257.0,40742.0,731.0,51.0,2.0,3.48,12.0,0.23,0.0,6KXFZIZVUC,Bachelor's,Self-employed,Married,Yes,No,Other,Yes
47.0,146006.0,21721.0,313.0,42.0,2.0,11.2,36.0,0.41,0.0,WVOGO49G3J,PhD,Full-time,Married,No,No,Auto,Yes
59.0,30578.0,217255.0,618.0,50.0,2.0,5.44,24.0,0.41,0.0,0P7ZTQ8PHN,High School,Part-time,Divorced,Yes,Yes,Auto,No
66.0,122355.0,144334.0,527.0,11.0,1.0,13.92,60.0,0.28,0.0,XX53DL3BCK,Master's,Full-time,Divorced,Yes,Yes,Home,Yes
61.0,60777.0,233374.0,495.0,99.0,1.0,4.42,12.0,0.32,0.0,3JMFIDF7UM,Master's,Self-employed,Single,Yes,No,Auto,No
25.0,75262.0,127423.0,389.0,118.0,1.0,10.18,24.0,0.8,0.0,ZS0TB76CZD,PhD,Unemployed,Single,Yes,Yes,Other,No
22.0,28851.0,127572.0,510.0,62.0,3.0,18.93,60.0,0.8,1.0,H5HSZ7GWB6,Master's,Full-time,Divorced,No,Yes,Auto,No
36.0,76477.0,47389.0,517.0,52.0,1.0,13.23,48.0,0.76,0.0,9PSZEX88MJ,Bachelor's,Full-time,Married,Yes,Yes,Education,Yes
34.0,101637.0,183518.0,468.0,89.0,4.0,18.3,24.0,0.46,0.0,CUSKSWF08W,Bachelor's,Full-time,Married,No,Yes,Education,Yes
56.0,44515.0,40289.0,791.0,32.0,1.0,23.52,60.0,0.36,0.0,EGK85AU6QC,High School,Part-time,Divorced,No,No,Home,No
48.0,56712.0,206684.0,653.0,92.0,3.0,22.89,48.0,0.44,0.0,GJHD2X6DMG,High School,Full-time,Single,No,Yes,Business,No
45.0,76663.0,84358.0,718.0,49.0,1.0,20.24,60.0,0.86,0.0,LEQH2NXQQR,Bachelor's,Part-time,Single,Yes,No,Auto,No
40.0,94713.0,142668.0,764.0,45.0,4.0,7.5,24.0,0.56,0.0,09HVZQXQ90,PhD,Self-employed,Married,Yes,Yes,Education,No
21.0,92615.0,207140.0,468.0,71.0,4.0,19.05,36.0,0.35,1.0,DHJRVBJ2FO,PhD,Full-time,Divorced,No,Yes,Auto,No
44.0,144700.0,214838.0,595.0,20.0,2.0,4.56,60.0,0.12,0.0,D9DKMTR2EK,PhD,Self-employed,Married,No,Yes,Home,Yes
46.0,116903.0,136253.0,848.0,118.0,3.0,18.68,24.0,0.56,0.0,ESOMS943U4,Bachelor's,Part-time,Married,Yes,No,Auto,No
35.0,42533.0,36749.0,474.0,112.0,2.0,17.76,36.0,0.49,0.0,6LAC9TVU3V,Master's,Unemployed,Divorced,No,No,Business,No
35.0,121008.0,222780.0,583.0,29.0,2.0,20.78,48.0,0.48,0.0,65BFBOMEQX,PhD,Unemployed,Divorced,Yes,No,Education,No
20.0,74532.0,143790.0,676.0,108.0,1.0,7.58,36.0,0.31,0.0,PXYMLTO8RI,Bachelor's,Full-time,Married,Yes,Yes,Home,Yes
30.0,134733.0,93550.0,698.0,114.0,3.0,3.26,48.0,0.68,0.0,SQG67G1QJS,Bachelor's,Unemployed,Married,Yes,Yes,Other,No
58.0,37870.0,5288.0,473.0,23.0,3.0,24.62,24.0,0.59,0.0,E4NT95SVLP,Bachelor's,Unemployed,Single,No,Yes,Education,Yes
22.0,91391.0,249316.0,810.0,88.0,4.0,20.1,24.0,0.1,1.0,TBRII60XEA,High School,Self-employed,Divorced,No,No,Business,No
18.0,86187.0,50141.0,328.0,66.0,1.0,23.57,48.0,0.71,0.0,3BVYPYU23J,Bachelor's,Part-time,Single,Yes,No,Business,No
56.0,141321.0,227320.0,809.0,88.0,3.0,6.22,48.0,0.45,0.0,0W0XHGGXK2,PhD,Unemployed,Married,No,No,Home,No
57.0,39909.0,155177.0,612.0,5.0,2.0,11.59,60.0,0.68,1.0,ZC8EITOIGQ,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes
65.0,63541.0,155365.0,374.0,39.0,3.0,2.98,36.0,0.49,0.0,F34AP2A5EP,PhD,Part-time,Single,No,No,Home,Yes
44.0,71656.0,34241.0,395.0,57.0,1.0,17.38,24.0,0.59,0.0,2P51JTNV0B,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,No
34.0,26427.0,237325.0,725.0,77.0,4.0,15.76,60.0,0.29,0.0,Z177GB7AMN,Bachelor's,Full-time,Married,No,Yes,Auto,Yes
23.0,20315.0,239567.0,340.0,15.0,1.0,13.93,60.0,0.3,1.0,4Z11ZFOY0E,High School,Part-time,Divorced,No,Yes,Business,No
24.0,86566.0,100375.0,549.0,9.0,1.0,9.12,48.0,0.29,0.0,B732OVP7IH,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No
63.0,45399.0,143656.0,795.0,62.0,1.0,13.21,12.0,0.6,1.0,YPV5UGPCX3,Master's,Unemployed,Divorced,No,No,Business,Yes
59.0,124207.0,76024.0,579.0,117.0,1.0,13.74,60.0,0.11,0.0,KYBWQ3OABJ,PhD,Part-time,Married,No,No,Other,Yes
34.0,122139.0,198825.0,455.0,54.0,1.0,5.52,60.0,0.59,1.0,PLD13WM1ZX,PhD,Part-time,Single,No,Yes,Business,Yes
31.0,54880.0,115224.0,706.0,60.0,4.0,4.91,36.0,0.69,0.0,YI4KJOBEY5,PhD,Unemployed,Divorced,No,No,Business,Yes
45.0,82241.0,9260.0,600.0,33.0,4.0,12.28,24.0,0.62,1.0,0G6M9LOIU3,Master's,Unemployed,Single,Yes,No,Home,No
18.0,33794.0,213906.0,633.0,53.0,2.0,8.53,48.0,0.48,1.0,8CKDM017PL,PhD,Full-time,Married,Yes,Yes,Auto,No
36.0,148886.0,150606.0,461.0,3.0,2.0,3.03,60.0,0.49,1.0,OEOWX2KH6F,High School,Part-time,Divorced,No,Yes,Other,No
46.0,112043.0,99345.0,721.0,66.0,4.0,9.82,36.0,0.84,0.0,3RVDEO3XX7,Bachelor's,Part-time,Single,No,Yes,Business,Yes
41.0,138522.0,42030.0,843.0,32.0,1.0,9.52,12.0,0.26,0.0,BW7CBDVHRA,PhD,Self-employed,Divorced,Yes,Yes,Auto,Yes
22.0,64056.0,126582.0,646.0,33.0,3.0,14.92,36.0,0.46,1.0,OEA1DMV7OV,PhD,Full-time,Divorced,No,Yes,Business,No
29.0,128536.0,85577.0,462.0,106.0,3.0,22.56,36.0,0.65,0.0,PXKS9ELWZC,Bachelor's,Unemployed,Married,Yes,No,Auto,Yes
48.0,120989.0,61273.0,364.0,49.0,4.0,4.51,24.0,0.72,0.0,R8PQ9BJB5X,PhD,Part-time,Married,Yes,Yes,Home,Yes
67.0,32060.0,78453.0,780.0,73.0,4.0,18.71,48.0,0.46,0.0,W6TC13NA22,PhD,Part-time,Divorced,Yes,No,Business,No
45.0,28976.0,79076.0,641.0,76.0,1.0,10.03,12.0,0.69,1.0,WFE2QU0TYK,High School,Part-time,Single,Yes,No,Other,Yes
42.0,44959.0,43351.0,670.0,11.0,3.0,6.79,60.0,0.87,0.0,VJNKF1JG7D,PhD,Self-employed,Married,Yes,No,Other,Yes
56.0,122400.0,199644.0,384.0,0.0,4.0,6.69,24.0,0.81,0.0,C3S76RPKGJ,High School,Self-employed,Single,Yes,No,Business,No
56.0,50986.0,50444.0,732.0,45.0,1.0,20.67,36.0,0.29,0.0,DAI2B5K540,Bachelor's,Part-time,Married,Yes,Yes,Education,Yes
62.0,45855.0,97615.0,578.0,70.0,2.0,17.52,12.0,0.28,0.0,KGTNVK08DU,Master's,Unemployed,Divorced,No,Yes,Other,Yes
50.0,135033.0,108115.0,592.0,114.0,2.0,16.48,60.0,0.45,0.0,FFNPGI0ARN,High School,Self-employed,Married,No,Yes,Home,Yes
39.0,88209.0,112821.0,587.0,39.0,1.0,23.1,24.0,0.25,0.0,Y6IGKJ9383,Bachelor's,Self-employed,Single,No,Yes,Auto,No
50.0,69088.0,8631.0,443.0,53.0,2.0,24.32,24.0,0.48,0.0,TU9BLR8BYB,High School,Full-time,Married,Yes,No,Home,Yes
45.0,123185.0,211853.0,473.0,86.0,2.0,23.27,36.0,0.27,0.0,BTWEEMDUJ1,Bachelor's,Unemployed,Single,No,Yes,Other,Yes
34.0,17414.0,190434.0,569.0,20.0,2.0,11.35,48.0,0.16,1.0,4N1FYD9QIQ,Bachelor's,Unemployed,Single,Yes,Yes,Education,No
52.0,138653.0,221089.0,838.0,60.0,3.0,16.86,24.0,0.82,0.0,HXH16TI3MG,Bachelor's,Self-employed,Married,No,No,Home,No
26.0,125298.0,32010.0,390.0,9.0,3.0,19.62,36.0,0.53,1.0,3N7RRU40NN,Bachelor's,Full-time,Single,Yes,Yes,Other,Yes
43.0,35609.0,236483.0,707.0,35.0,2.0,11.66,36.0,0.67,0.0,MB7CG3H9O3,PhD,Part-time,Married,Yes,No,Education,No
43.0,49443.0,25202.0,403.0,31.0,2.0,6.8,60.0,0.73,0.0,PBXK6VL4I2,PhD,Self-employed,Divorced,No,Yes,Other,No
50.0,124520.0,70696.0,721.0,36.0,1.0,8.49,48.0,0.42,0.0,FOV21JK2CF,Master's,Part-time,Divorced,Yes,Yes,Home,Yes
52.0,110447.0,25412.0,709.0,2.0,3.0,11.65,48.0,0.43,0.0,UQEHW22TKF,Master's,Part-time,Divorced,No,Yes,Business,No
32.0,56361.0,190218.0,380.0,85.0,3.0,13.84,60.0,0.11,0.0,L2JSEXMJ6I,Master's,Unemployed,Single,No,No,Other,Yes
34.0,82571.0,157250.0,308.0,73.0,2.0,17.44,12.0,0.35,1.0,TQEO73OACT,Bachelor's,Full-time,Married,No,Yes,Business,No
53.0,62896.0,220707.0,575.0,13.0,3.0,18.46,48.0,0.84,0.0,CMCFB5SLX9,Bachelor's,Full-time,Married,Yes,No,Auto,Yes
43.0,17069.0,93119.0,705.0,51.0,3.0,10.55,60.0,0.51,0.0,14JKO1BQUB,PhD,Full-time,Single,Yes,No,Other,Yes
54.0,118622.0,97540.0,517.0,33.0,3.0,18.48,24.0,0.15,0.0,XTBMC538FA,Master's,Part-time,Single,No,No,Other,Yes
40.0,66240.0,140545.0,841.0,37.0,1.0,2.22,48.0,0.33,0.0,7WS8KKZ1J1,High School,Part-time,Married,Yes,No,Business,Yes
63.0,70110.0,170949.0,784.0,92.0,3.0,24.6,36.0,0.64,0.0,UGVIHH2YBN,PhD,Full-time,Single,No,Yes,Other,No
30.0,62014.0,210813.0,812.0,60.0,3.0,10.74,36.0,0.53,0.0,9WWB2040KA,PhD,Unemployed,Married,No,No,Business,Yes
55.0,46724.0,11021.0,384.0,25.0,3.0,18.13,48.0,0.9,0.0,JYH85RDR92,High School,Part-time,Single,No,Yes,Other,Yes
50.0,148018.0,30882.0,762.0,53.0,4.0,24.91,24.0,0.19,0.0,P31MFSGY4B,PhD,Full-time,Divorced,Yes,Yes,Auto,Yes
18.0,37294.0,22736.0,735.0,28.0,1.0,11.48,36.0,0.85,0.0,ZBTS71Y1CO,Master's,Part-time,Single,No,No,Education,No
46.0,63335.0,149541.0,634.0,59.0,2.0,15.94,24.0,0.5,0.0,Z8T838M94O,Master's,Part-time,Divorced,No,Yes,Education,Yes
47.0,67361.0,186550.0,844.0,100.0,1.0,21.11,36.0,0.73,0.0,OSCBJJ6A03,Bachelor's,Full-time,Divorced,Yes,Yes,Business,Yes
64.0,115946.0,226026.0,566.0,101.0,2.0,2.15,12.0,0.49,0.0,A9YD0C8PCI,High School,Full-time,Married,No,No,Other,Yes
68.0,55493.0,69287.0,681.0,50.0,4.0,13.36,36.0,0.55,0.0,6GQNTUTMXI,PhD,Unemployed,Single,Yes,Yes,Business,No
41.0,46618.0,78697.0,378.0,15.0,4.0,16.09,60.0,0.19,1.0,DK0GENM07F,Master's,Full-time,Single,No,Yes,Business,No
48.0,37989.0,30134.0,584.0,66.0,2.0,9.08,48.0,0.55,0.0,OR0LFCEHRH,High School,Unemployed,Single,No,Yes,Home,Yes
53.0,47411.0,202488.0,695.0,50.0,3.0,13.54,48.0,0.8,1.0,7ENVWRN5H1,High School,Full-time,Single,No,No,Auto,Yes
32.0,122596.0,19655.0,486.0,71.0,1.0,23.21,24.0,0.2,0.0,VP69TLCKF7,Master's,Full-time,Divorced,Yes,Yes,Other,Yes
63.0,33227.0,33920.0,620.0,61.0,4.0,10.74,12.0,0.86,0.0,ZO3GB5TD1I,Master's,Self-employed,Single,Yes,No,Home,No
25.0,65909.0,200501.0,602.0,105.0,4.0,6.46,12.0,0.45,0.0,KAG3AQS7BB,High School,Unemployed,Single,Yes,No,Education,Yes
53.0,47483.0,51714.0,460.0,35.0,4.0,23.09,12.0,0.49,0.0,QX3LZ5PV6W,High School,Unemployed,Divorced,No,Yes,Home,No
31.0,75600.0,89856.0,759.0,80.0,3.0,19.65,60.0,0.48,0.0,9D43HTL9F7,Bachelor's,Part-time,Married,No,No,Business,No
20.0,67838.0,64193.0,448.0,84.0,4.0,17.66,24.0,0.6,0.0,EAAD6ZSMB9,PhD,Unemployed,Divorced,No,No,Business,Yes
24.0,64966.0,166108.0,810.0,95.0,2.0,9.73,12.0,0.5,0.0,W7NVI9F3Z4,Master's,Self-employed,Married,Yes,Yes,Home,Yes
44.0,45810.0,80909.0,685.0,86.0,1.0,17.54,36.0,0.81,0.0,GB9TZBP8BM,High School,Self-employed,Single,Yes,No,Business,No
38.0,91042.0,224027.0,576.0,17.0,3.0,22.43,12.0,0.29,0.0,47O2T8ZVF7,Bachelor's,Self-employed,Single,No,No,Business,Yes
27.0,79393.0,190551.0,573.0,3.0,3.0,4.59,36.0,0.73,0.0,N50YBSVA3F,High School,Full-time,Single,Yes,Yes,Other,Yes
44.0,143453.0,51261.0,383.0,50.0,4.0,4.28,48.0,0.13,0.0,2GGFCHJXH6,High School,Unemployed,Divorced,Yes,No,Education,Yes
37.0,80395.0,223465.0,336.0,47.0,1.0,24.95,24.0,0.48,0.0,35F5GML630,Master's,Self-employed,Divorced,Yes,Yes,Education,No
33.0,42715.0,57399.0,721.0,48.0,2.0,23.2,36.0,0.8,0.0,25UTBMK3CS,PhD,Unemployed,Single,Yes,Yes,Business,No
27.0,18971.0,229235.0,744.0,39.0,4.0,9.33,60.0,0.64,1.0,Q1P9POIQNY,High School,Part-time,Single,Yes,No,Auto,Yes
21.0,64579.0,92048.0,672.0,54.0,1.0,21.56,12.0,0.88,1.0,VOXCFGJBJZ,Master's,Unemployed,Married,No,No,Auto,Yes
25.0,143591.0,245032.0,319.0,45.0,1.0,5.98,36.0,0.41,0.0,FR62UCAPU9,High School,Self-employed,Divorced,No,Yes,Education,No
48.0,46155.0,170814.0,583.0,66.0,3.0,15.75,36.0,0.17,1.0,Z0BNBTCOMO,Bachelor's,Unemployed,Single,No,No,Auto,Yes
58.0,43122.0,33378.0,324.0,36.0,4.0,9.36,24.0,0.57,0.0,YAXRRGI7F9,PhD,Full-time,Divorced,No,No,Auto,Yes
66.0,143647.0,30456.0,484.0,65.0,1.0,14.37,12.0,0.27,0.0,JJATRDUZIY,Master's,Self-employed,Single,No,Yes,Business,Yes
50.0,123615.0,163481.0,632.0,101.0,2.0,8.33,48.0,0.5,0.0,2GE9ZELWXK,Bachelor's,Unemployed,Divorced,Yes,No,Home,No
53.0,15386.0,155897.0,731.0,56.0,2.0,11.38,48.0,0.47,0.0,9YQOTXZ785,High School,Full-time,Single,Yes,No,Auto,No
57.0,131054.0,165669.0,617.0,82.0,3.0,20.66,24.0,0.56,0.0,3H1L5HV85T,PhD,Unemployed,Divorced,No,Yes,Home,Yes
39.0,88678.0,59986.0,838.0,2.0,3.0,12.33,48.0,0.6,1.0,P9GHDLXXE4,PhD,Self-employed,Married,Yes,No,Auto,Yes
31.0,119487.0,247233.0,693.0,45.0,1.0,16.73,60.0,0.12,0.0,CZH9O9IP92,High School,Self-employed,Married,Yes,No,Home,No
47.0,93797.0,225695.0,818.0,51.0,4.0,4.15,36.0,0.14,0.0,STL8GYZVMR,PhD,Unemployed,Divorced,Yes,Yes,Other,No
47.0,20332.0,155216.0,387.0,73.0,3.0,10.05,12.0,0.71,0.0,XZ2ET99Q2J,PhD,Part-time,Single,No,No,Auto,No
44.0,83397.0,210244.0,537.0,27.0,2.0,7.92,48.0,0.27,0.0,I7KSVCD35R,PhD,Self-employed,Single,Yes,No,Other,Yes
68.0,42983.0,226991.0,354.0,46.0,3.0,2.59,36.0,0.7,0.0,MJXL9Z0G7O,PhD,Part-time,Divorced,Yes,No,Home,Yes
29.0,28702.0,169493.0,342.0,115.0,2.0,21.63,24.0,0.19,0.0,Q08XMMIIOU,High School,Full-time,Single,No,Yes,Home,No
69.0,143453.0,28930.0,691.0,58.0,3.0,6.38,24.0,0.62,0.0,7OL4SWWM40,High School,Unemployed,Single,Yes,Yes,Other,No
59.0,123923.0,182283.0,371.0,52.0,2.0,16.32,24.0,0.89,0.0,QZFPZJB2LL,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes
21.0,15534.0,75373.0,517.0,36.0,1.0,5.64,24.0,0.38,0.0,MUTXZYA8PN,Bachelor's,Unemployed,Divorced,Yes,No,Home,Yes
